
tut-rest/evolution/pom.xml, 
tut-rest/nonrest/pom.xml, 
tut-rest/links/pom.xml, 
tut-rest/rest/pom.xml, 
tut-rest/pom.xml, 1.1.1.RELEASE , 2014-06-12 00:00:00 , 1, 1.1.7.RELEASE , 2014-09-28 00:00:00 , 2, 1.1.8.RELEASE , 2014-10-22 00:00:00 , 12, 1.3.4.RELEASE , 2016-05-06 00:00:00 , 0, 1.3.5.RELEASE , 2016-05-10 00:00:00 , 0, 1.4.1.RELEASE , 2017-01-31 00:00:00 , 132, 1.5.1.RELEASE , 2017-01-31 00:00:00 , 1, 2.0.2.RELEASE , 2018-05-11 00:00:00 , 2, 2.0.4.RELEASE , 2018-08-09 00:00:00 , 10, 2.0.5.RELEASE , 2018-09-20 00:00:00 , 8, 
gs-vault-config/initial/pom.xml, 1.0.0.RC1 , 2014-01-22 00:00:00 , 0, 1.0.0.RC2 , 2014-02-13 00:00:00 , 0, 1.0.0.RC3 , 2014-02-14 00:00:00 , 1, 1.0.0.RC4 , 2014-03-04 00:00:00 , 0, 1.0.0.RC5 , 2014-03-22 00:00:00 , 1, 1.0.0.RELEASE , 2014-04-01 00:00:00 , 0, 1.0.1.RELEASE , 2014-04-07 00:00:00 , 0, 1.0.2.RELEASE , 2014-04-24 00:00:00 , 0, 1.1.0.RELEASE , 2014-06-10 00:00:00 , 0, 1.1.1.RELEASE , 2014-06-11 00:00:00 , 0, 1.1.2.RELEASE , 2014-06-24 00:00:00 , 0, 1.1.3.RELEASE , 2014-06-27 00:00:00 , 0, 1.1.4.RELEASE , 2014-07-08 00:00:00 , 0, 1.1.5.RELEASE , 2014-08-08 00:00:00 , 1, 1.1.6.RELEASE , 2014-09-05 00:00:00 , 1, 1.1.7.RELEASE , 2014-09-29 00:00:00 , 3, 1.1.8.RELEASE , 2014-10-10 00:00:00 , 0, 1.1.9.RELEASE , 2014-11-12 00:00:00 , 0, 1.1.10.RELEASE , 2014-12-11 00:00:00 , 0, 1.2.1.RELEASE , 2015-02-18 00:00:00 , 41, 1.2.2.RELEASE , 2015-02-26 00:00:00 , 0, 1.2.3.RELEASE , 2015-03-31 00:00:00 , 0, 1.2.4.RELEASE , 2015-06-09 00:00:00 , 5, 1.2.5.RELEASE , 2015-07-02 00:00:00 , 0, 1.2.6.RELEASE , 2015-09-20 00:00:00 , 4, 1.2.7.RELEASE , 2015-10-16 00:00:00 , 0, 1.3.0.RELEASE , 2015-11-16 00:00:00 , 0, 1.3.1.RELEASE , 2015-12-18 00:00:00 , 0, 1.3.2.RELEASE , 2016-01-21 00:00:00 , 0, 1.3.3.RELEASE , 2016-02-26 00:00:00 , 0, 1.3.4.RELEASE , 2016-05-06 00:00:00 , 0, 1.3.5.RELEASE , 2016-05-10 00:00:00 , 0, 1.3.6.RELEASE , 2016-07-05 00:00:00 , 1, 1.3.7.RELEASE , 2016-07-28 00:00:00 , 0, 1.4.0.RELEASE , 2016-07-29 00:00:00 , 1, 1.4.1.RELEASE , 2016-09-23 00:00:00 , 2, 1.4.2.RELEASE , 2016-11-08 00:00:00 , 0, 1.4.3.RELEASE , 2016-12-22 00:00:00 , 0, 1.5.0.RELEASE , 2017-01-26 00:00:00 , 0, 1.4.4.RELEASE , 2017-01-26 00:00:00 , 0, 1.5.0.RELEASE , 2017-01-30 00:00:00 , 0, 1.5.1.RELEASE , 2017-01-30 00:00:00 , 0, 1.5.2.RELEASE , 2017-03-03 00:00:00 , 0, 1.5.3.RELEASE , 2017-04-21 00:00:00 , 0, 1.5.5.RELEASE , 2017-07-26 00:00:00 , 0, 1.5.6.RELEASE , 2017-07-27 00:00:00 , 0, 1.5.7.RELEASE , 2017-09-13 00:00:00 , 1, 1.5.8.RELEASE , 2017-10-17 00:00:00 , 0, 2.0.0.RELEASE , 2018-03-07 00:00:00 , 6, 2.0.1.RELEASE , 2018-04-05 00:00:00 , 0, 2.0.2.RELEASE , 2018-05-09 00:00:00 , 0, 2.0.3.RELEASE , 2018-06-18 00:00:00 , 4, 2.0.5.RELEASE , 2018-09-17 00:00:00 , 5, 
gs-vault-config/complete/pom.xml, 1.0.0.RC1 , 2014-01-22 00:00:00 , 0, 1.0.0.RC2 , 2014-02-13 00:00:00 , 0, 1.0.0.RC3 , 2014-02-14 00:00:00 , 1, 1.0.0.RC4 , 2014-03-04 00:00:00 , 0, 1.0.0.RC5 , 2014-03-22 00:00:00 , 1, 1.0.0.RELEASE , 2014-04-01 00:00:00 , 0, 1.0.1.RELEASE , 2014-04-07 00:00:00 , 0, 1.0.2.RELEASE , 2014-04-24 00:00:00 , 0, 1.1.0.RELEASE , 2014-06-10 00:00:00 , 0, 1.1.1.RELEASE , 2014-06-11 00:00:00 , 0, 1.1.2.RELEASE , 2014-06-24 00:00:00 , 0, 1.1.3.RELEASE , 2014-06-27 00:00:00 , 0, 1.1.4.RELEASE , 2014-07-08 00:00:00 , 0, 1.1.5.RELEASE , 2014-08-08 00:00:00 , 1, 1.1.6.RELEASE , 2014-09-05 00:00:00 , 1, 1.1.7.RELEASE , 2014-09-29 00:00:00 , 3, 1.1.8.RELEASE , 2014-10-10 00:00:00 , 0, 1.1.9.RELEASE , 2014-11-12 00:00:00 , 0, 1.1.10.RELEASE , 2014-12-11 00:00:00 , 0, 1.2.1.RELEASE , 2015-02-18 00:00:00 , 41, 1.2.2.RELEASE , 2015-02-26 00:00:00 , 0, 1.2.3.RELEASE , 2015-03-31 00:00:00 , 0, 1.2.4.RELEASE , 2015-06-09 00:00:00 , 5, 1.2.5.RELEASE , 2015-07-02 00:00:00 , 0, 1.2.6.RELEASE , 2015-09-20 00:00:00 , 4, 1.2.7.RELEASE , 2015-10-16 00:00:00 , 0, 1.3.0.RELEASE , 2015-11-16 00:00:00 , 0, 1.3.1.RELEASE , 2015-12-18 00:00:00 , 0, 1.3.2.RELEASE , 2016-01-21 00:00:00 , 0, 1.3.3.RELEASE , 2016-02-26 00:00:00 , 0, 1.3.4.RELEASE , 2016-05-06 00:00:00 , 0, 1.3.5.RELEASE , 2016-05-10 00:00:00 , 0, 1.3.6.RELEASE , 2016-07-05 00:00:00 , 1, 1.3.7.RELEASE , 2016-07-28 00:00:00 , 0, 1.4.0.RELEASE , 2016-07-29 00:00:00 , 1, 1.4.1.RELEASE , 2016-09-23 00:00:00 , 2, 1.4.2.RELEASE , 2016-11-08 00:00:00 , 0, 1.4.3.RELEASE , 2016-12-22 00:00:00 , 0, 1.5.0.RELEASE , 2017-01-26 00:00:00 , 0, 1.4.4.RELEASE , 2017-01-26 00:00:00 , 0, 1.5.0.RELEASE , 2017-01-30 00:00:00 , 0, 1.5.1.RELEASE , 2017-01-30 00:00:00 , 0, 1.5.2.RELEASE , 2017-03-03 00:00:00 , 0, 1.5.3.RELEASE , 2017-04-21 00:00:00 , 0, 1.5.5.RELEASE , 2017-07-26 00:00:00 , 0, 1.5.6.RELEASE , 2017-07-27 00:00:00 , 0, 1.5.7.RELEASE , 2017-09-13 00:00:00 , 1, 1.5.8.RELEASE , 2017-10-17 00:00:00 , 0, 2.0.0.RELEASE , 2018-03-07 00:00:00 , 6, 2.0.1.RELEASE , 2018-04-05 00:00:00 , 0, 2.0.2.RELEASE , 2018-05-09 00:00:00 , 0, 2.0.3.RELEASE , 2018-06-18 00:00:00 , 4, 2.0.5.RELEASE , 2018-09-17 00:00:00 , 5, 
gs-spring-boot/initial/pom.xml, 0.5.0.M2 , 2013-08-30 00:00:00 , 0, 0.5.0.M4 , 2013-09-27 00:00:00 , 18, 0.5.0.M5 , 2013-10-30 00:00:00 , 21, 0.5.0.M6 , 2013-11-18 00:00:00 , 9, 1.0.0.RC1 , 2014-01-22 00:00:00 , 0, 1.0.0.RC2 , 2014-02-13 00:00:00 , 0, 1.0.0.RC3 , 2014-02-14 00:00:00 , 1, 1.0.0.RC4 , 2014-03-04 00:00:00 , 0, 1.0.0.RC5 , 2014-03-22 00:00:00 , 1, 1.0.0.RELEASE , 2014-04-01 00:00:00 , 0, 1.0.1.RELEASE , 2014-04-07 00:00:00 , 0, 1.0.2.RELEASE , 2014-04-24 00:00:00 , 0, 1.1.0.RELEASE , 2014-06-10 00:00:00 , 0, 1.1.1.RELEASE , 2014-06-11 00:00:00 , 0, 1.1.2.RELEASE , 2014-06-24 00:00:00 , 0, 1.1.3.RELEASE , 2014-06-27 00:00:00 , 0, 1.1.4.RELEASE , 2014-07-08 00:00:00 , 0, 1.1.5.RELEASE , 2014-08-08 00:00:00 , 1, 1.1.6.RELEASE , 2014-09-05 00:00:00 , 1, 1.1.7.RELEASE , 2014-09-29 00:00:00 , 3, 1.1.8.RELEASE , 2014-10-10 00:00:00 , 0, 1.1.9.RELEASE , 2014-11-12 00:00:00 , 0, 1.1.10.RELEASE , 2014-12-11 00:00:00 , 0, 1.2.1.RELEASE , 2015-02-18 00:00:00 , 41, 1.2.2.RELEASE , 2015-02-26 00:00:00 , 0, 1.2.3.RELEASE , 2015-03-31 00:00:00 , 0, 1.2.4.RELEASE , 2015-06-09 00:00:00 , 5, 1.2.5.RELEASE , 2015-07-02 00:00:00 , 0, 1.2.6.RELEASE , 2015-09-20 00:00:00 , 4, 1.2.7.RELEASE , 2015-10-16 00:00:00 , 0, 1.3.0.RELEASE , 2015-11-16 00:00:00 , 0, 1.3.1.RELEASE , 2015-12-18 00:00:00 , 0, 1.3.2.RELEASE , 2016-01-21 00:00:00 , 0, 1.3.3.RELEASE , 2016-02-26 00:00:00 , 0, 1.3.4.RELEASE , 2016-05-06 00:00:00 , 0, 1.3.5.RELEASE , 2016-05-10 00:00:00 , 0, 1.3.6.RELEASE , 2016-07-05 00:00:00 , 1, 1.3.7.RELEASE , 2016-07-28 00:00:00 , 0, 1.4.0.RELEASE , 2016-07-29 00:00:00 , 1, 1.4.1.RELEASE , 2016-09-23 00:00:00 , 2, 1.4.2.RELEASE , 2016-11-08 00:00:00 , 0, 1.4.3.RELEASE , 2016-12-22 00:00:00 , 0, 1.5.0.RELEASE , 2017-01-26 00:00:00 , 0, 1.4.4.RELEASE , 2017-01-26 00:00:00 , 0, 1.5.0.RELEASE , 2017-01-30 00:00:00 , 0, 1.5.1.RELEASE , 2017-01-30 00:00:00 , 0, 1.5.2.RELEASE , 2017-03-03 00:00:00 , 0, 1.5.3.RELEASE , 2017-04-21 00:00:00 , 0, 1.5.5.RELEASE , 2017-07-26 00:00:00 , 0, 1.5.6.RELEASE , 2017-07-27 00:00:00 , 0, 1.5.7.RELEASE , 2017-09-13 00:00:00 , 1, 1.5.8.RELEASE , 2017-10-17 00:00:00 , 0, 1.5.9.RELEASE , 2017-11-30 00:00:00 , 2, 1.5.10.RELEASE , 2018-01-31 00:00:00 , 1, 2.0.0.RELEASE , 2018-03-01 00:00:00 , 0, 2.0.1.RELEASE , 2018-04-05 00:00:00 , 0, 2.0.2.RELEASE , 2018-05-09 00:00:00 , 0, 2.0.3.RELEASE , 2018-06-18 00:00:00 , 4, 2.0.5.RELEASE , 2018-09-17 00:00:00 , 5, 
gs-spring-boot/complete/pom.xml, 0.5.0.M2 , 2013-08-30 00:00:00 , 0, 0.5.0.M4 , 2013-09-27 00:00:00 , 18, 0.5.0.M5 , 2013-10-30 00:00:00 , 21, 0.5.0.M6 , 2013-11-18 00:00:00 , 9, 1.0.0.RC1 , 2014-01-22 00:00:00 , 0, 1.0.0.RC2 , 2014-02-13 00:00:00 , 0, 1.0.0.RC3 , 2014-02-14 00:00:00 , 1, 1.0.0.RC4 , 2014-03-04 00:00:00 , 0, 1.0.0.RC5 , 2014-03-22 00:00:00 , 1, 1.0.0.RELEASE , 2014-04-01 00:00:00 , 0, 1.0.1.RELEASE , 2014-04-07 00:00:00 , 0, 1.0.2.RELEASE , 2014-04-24 00:00:00 , 0, 1.1.0.RELEASE , 2014-06-10 00:00:00 , 0, 1.1.1.RELEASE , 2014-06-11 00:00:00 , 0, 1.1.2.RELEASE , 2014-06-24 00:00:00 , 0, 1.1.3.RELEASE , 2014-06-27 00:00:00 , 0, 1.1.4.RELEASE , 2014-07-08 00:00:00 , 0, 1.1.5.RELEASE , 2014-08-08 00:00:00 , 1, 1.1.6.RELEASE , 2014-09-05 00:00:00 , 1, 1.1.7.RELEASE , 2014-09-29 00:00:00 , 3, 1.1.8.RELEASE , 2014-10-10 00:00:00 , 0, 1.1.9.RELEASE , 2014-11-12 00:00:00 , 0, 1.1.10.RELEASE , 2014-12-11 00:00:00 , 0, 1.2.1.RELEASE , 2015-02-18 00:00:00 , 41, 1.2.2.RELEASE , 2015-02-26 00:00:00 , 0, 1.2.3.RELEASE , 2015-03-31 00:00:00 , 0, 1.2.4.RELEASE , 2015-06-09 00:00:00 , 5, 1.2.5.RELEASE , 2015-07-02 00:00:00 , 0, 1.2.6.RELEASE , 2015-09-20 00:00:00 , 4, 1.2.7.RELEASE , 2015-10-16 00:00:00 , 0, 1.3.0.RELEASE , 2015-11-16 00:00:00 , 0, 1.3.1.RELEASE , 2015-12-18 00:00:00 , 0, 1.3.2.RELEASE , 2016-01-21 00:00:00 , 0, 1.3.3.RELEASE , 2016-02-26 00:00:00 , 0, 1.3.4.RELEASE , 2016-05-06 00:00:00 , 0, 1.3.5.RELEASE , 2016-05-10 00:00:00 , 0, 1.3.6.RELEASE , 2016-07-05 00:00:00 , 1, 1.3.7.RELEASE , 2016-07-28 00:00:00 , 0, 1.4.0.RELEASE , 2016-07-29 00:00:00 , 1, 1.4.1.RELEASE , 2016-09-23 00:00:00 , 2, 1.4.2.RELEASE , 2016-11-08 00:00:00 , 0, 1.4.3.RELEASE , 2016-12-22 00:00:00 , 0, 1.5.0.RELEASE , 2017-01-26 00:00:00 , 0, 1.4.4.RELEASE , 2017-01-26 00:00:00 , 0, 1.5.0.RELEASE , 2017-01-30 00:00:00 , 0, 1.5.1.RELEASE , 2017-01-30 00:00:00 , 0, 1.5.2.RELEASE , 2017-03-03 00:00:00 , 0, 1.5.3.RELEASE , 2017-04-21 00:00:00 , 0, 1.5.5.RELEASE , 2017-07-26 00:00:00 , 0, 1.5.6.RELEASE , 2017-07-27 00:00:00 , 0, 1.5.7.RELEASE , 2017-09-13 00:00:00 , 1, 1.5.8.RELEASE , 2017-10-17 00:00:00 , 0, 1.5.9.RELEASE , 2017-11-30 00:00:00 , 2, 1.5.10.RELEASE , 2018-01-31 00:00:00 , 1, 2.0.0.RELEASE , 2018-03-01 00:00:00 , 0, 2.0.1.RELEASE , 2018-04-05 00:00:00 , 0, 2.0.2.RELEASE , 2018-05-09 00:00:00 , 0, 2.0.3.RELEASE , 2018-06-18 00:00:00 , 4, 2.0.5.RELEASE , 2018-09-17 00:00:00 , 5, 
gs-rest-service/initial/pom.xml, 0.5.0.M2 , 2013-08-30 00:00:00 , 0, 0.5.0.M4 , 2013-09-27 00:00:00 , 18, 0.5.0.M5 , 2013-10-30 00:00:00 , 21, 0.5.0.M6 , 2013-11-18 00:00:00 , 9, 1.0.0.RC1 , 2014-01-22 00:00:00 , 0, 1.0.0.RC2 , 2014-02-13 00:00:00 , 0, 1.0.0.RC3 , 2014-02-14 00:00:00 , 1, 1.0.0.RC4 , 2014-03-04 00:00:00 , 0, 1.0.0.RC5 , 2014-03-22 00:00:00 , 1, 1.0.0.RELEASE , 2014-04-01 00:00:00 , 0, 1.0.1.RELEASE , 2014-04-07 00:00:00 , 0, 1.0.2.RELEASE , 2014-04-24 00:00:00 , 0, 1.1.0.RELEASE , 2014-06-10 00:00:00 , 0, 1.1.1.RELEASE , 2014-06-11 00:00:00 , 0, 1.1.2.RELEASE , 2014-06-24 00:00:00 , 0, 1.1.3.RELEASE , 2014-06-27 00:00:00 , 0, 1.1.4.RELEASE , 2014-07-08 00:00:00 , 0, 1.1.5.RELEASE , 2014-08-08 00:00:00 , 1, 1.1.6.RELEASE , 2014-09-05 00:00:00 , 1, 1.1.7.RELEASE , 2014-09-29 00:00:00 , 3, 1.1.8.RELEASE , 2014-10-10 00:00:00 , 0, 1.1.9.RELEASE , 2014-11-12 00:00:00 , 0, 1.1.10.RELEASE , 2014-12-11 00:00:00 , 0, 1.2.1.RELEASE , 2015-02-18 00:00:00 , 41, 1.2.2.RELEASE , 2015-02-26 00:00:00 , 0, 1.2.3.RELEASE , 2015-03-31 00:00:00 , 0, 1.2.4.RELEASE , 2015-06-09 00:00:00 , 5, 1.2.5.RELEASE , 2015-07-02 00:00:00 , 0, 1.2.6.RELEASE , 2015-09-20 00:00:00 , 4, 1.2.7.RELEASE , 2015-10-16 00:00:00 , 0, 1.3.0.RELEASE , 2015-11-16 00:00:00 , 0, 1.3.1.RELEASE , 2015-12-18 00:00:00 , 0, 1.3.2.RELEASE , 2016-01-21 00:00:00 , 0, 1.3.3.RELEASE , 2016-02-26 00:00:00 , 0, 1.3.4.RELEASE , 2016-05-06 00:00:00 , 0, 1.3.5.RELEASE , 2016-05-10 00:00:00 , 0, 1.3.6.RELEASE , 2016-07-05 00:00:00 , 1, 1.3.7.RELEASE , 2016-07-28 00:00:00 , 0, 1.4.0.RELEASE , 2016-07-29 00:00:00 , 1, 1.4.1.RELEASE , 2016-09-23 00:00:00 , 2, 1.4.2.RELEASE , 2016-11-08 00:00:00 , 0, 1.4.3.RELEASE , 2016-12-22 00:00:00 , 0, 1.5.0.RELEASE , 2017-01-26 00:00:00 , 0, 1.4.4.RELEASE , 2017-01-26 00:00:00 , 0, 1.5.0.RELEASE , 2017-01-30 00:00:00 , 0, 1.5.1.RELEASE , 2017-01-30 00:00:00 , 0, 1.5.2.RELEASE , 2017-03-03 00:00:00 , 0, 1.5.3.RELEASE , 2017-04-21 00:00:00 , 0, 1.5.5.RELEASE , 2017-07-26 00:00:00 , 0, 1.5.6.RELEASE , 2017-07-27 00:00:00 , 0, 1.5.7.RELEASE , 2017-09-13 00:00:00 , 1, 1.5.8.RELEASE , 2017-10-17 00:00:00 , 0, 1.5.9.RELEASE , 2017-11-30 00:00:00 , 2, 1.5.10.RELEASE , 2018-01-31 00:00:00 , 1, 2.0.0.RELEASE , 2018-03-01 00:00:00 , 0, 2.0.1.RELEASE , 2018-04-05 00:00:00 , 0, 2.0.2.RELEASE , 2018-05-09 00:00:00 , 0, 2.0.3.RELEASE , 2018-06-18 00:00:00 , 4, 2.0.5.RELEASE , 2018-09-17 00:00:00 , 5, 
gs-rest-service/complete/pom.xml, 0.5.0.M2 , 2013-08-30 00:00:00 , 0, 0.5.0.M4 , 2013-09-27 00:00:00 , 18, 0.5.0.M5 , 2013-10-30 00:00:00 , 21, 0.5.0.M6 , 2013-11-18 00:00:00 , 9, 1.0.0.RC1 , 2014-01-22 00:00:00 , 0, 1.0.0.RC2 , 2014-02-13 00:00:00 , 0, 1.0.0.RC3 , 2014-02-14 00:00:00 , 1, 1.0.0.RC4 , 2014-03-04 00:00:00 , 0, 1.0.0.RC5 , 2014-03-22 00:00:00 , 1, 1.0.0.RELEASE , 2014-04-01 00:00:00 , 0, 1.0.1.RELEASE , 2014-04-07 00:00:00 , 0, 1.0.2.RELEASE , 2014-04-24 00:00:00 , 0, 1.1.0.RELEASE , 2014-06-10 00:00:00 , 0, 1.1.1.RELEASE , 2014-06-11 00:00:00 , 0, 1.1.2.RELEASE , 2014-06-24 00:00:00 , 0, 1.1.3.RELEASE , 2014-06-27 00:00:00 , 0, 1.1.4.RELEASE , 2014-07-08 00:00:00 , 0, 1.1.5.RELEASE , 2014-08-08 00:00:00 , 1, 1.1.6.RELEASE , 2014-09-05 00:00:00 , 1, 1.1.7.RELEASE , 2014-09-29 00:00:00 , 3, 1.1.8.RELEASE , 2014-10-10 00:00:00 , 0, 1.1.9.RELEASE , 2014-11-12 00:00:00 , 0, 1.1.10.RELEASE , 2014-12-11 00:00:00 , 0, 1.2.1.RELEASE , 2015-02-18 00:00:00 , 41, 1.2.2.RELEASE , 2015-02-26 00:00:00 , 0, 1.2.3.RELEASE , 2015-03-31 00:00:00 , 0, 1.2.4.RELEASE , 2015-06-09 00:00:00 , 5, 1.2.5.RELEASE , 2015-07-02 00:00:00 , 0, 1.2.6.RELEASE , 2015-09-20 00:00:00 , 4, 1.2.7.RELEASE , 2015-10-16 00:00:00 , 0, 1.3.0.RELEASE , 2015-11-16 00:00:00 , 0, 1.3.1.RELEASE , 2015-12-18 00:00:00 , 0, 1.3.2.RELEASE , 2016-01-21 00:00:00 , 0, 1.3.3.RELEASE , 2016-02-26 00:00:00 , 0, 1.3.4.RELEASE , 2016-05-06 00:00:00 , 0, 1.3.5.RELEASE , 2016-05-10 00:00:00 , 0, 1.3.6.RELEASE , 2016-07-05 00:00:00 , 1, 1.3.7.RELEASE , 2016-07-28 00:00:00 , 0, 1.4.0.RELEASE , 2016-07-29 00:00:00 , 1, 1.4.1.RELEASE , 2016-09-23 00:00:00 , 2, 1.4.2.RELEASE , 2016-11-08 00:00:00 , 0, 1.4.3.RELEASE , 2016-12-22 00:00:00 , 0, 1.5.0.RELEASE , 2017-01-26 00:00:00 , 0, 1.4.4.RELEASE , 2017-01-26 00:00:00 , 0, 1.5.0.RELEASE , 2017-01-30 00:00:00 , 0, 1.5.1.RELEASE , 2017-01-30 00:00:00 , 0, 1.5.2.RELEASE , 2017-03-03 00:00:00 , 0, 1.5.3.RELEASE , 2017-04-21 00:00:00 , 0, 1.5.5.RELEASE , 2017-07-26 00:00:00 , 0, 1.5.6.RELEASE , 2017-07-27 00:00:00 , 0, 1.5.7.RELEASE , 2017-09-13 00:00:00 , 1, 1.5.8.RELEASE , 2017-10-17 00:00:00 , 0, 1.5.9.RELEASE , 2017-11-30 00:00:00 , 2, 1.5.10.RELEASE , 2018-01-31 00:00:00 , 1, 2.0.0.RELEASE , 2018-03-01 00:00:00 , 0, 2.0.1.RELEASE , 2018-04-05 00:00:00 , 0, 2.0.2.RELEASE , 2018-05-09 00:00:00 , 0, 2.0.3.RELEASE , 2018-06-18 00:00:00 , 4, 2.0.5.RELEASE , 2018-09-17 00:00:00 , 5, 
gs-spring-boot-docker/initial/pom.xml, 1.2.4.RELEASE , 2015-06-09 00:00:00 , 5, 1.2.5.RELEASE , 2015-07-02 00:00:00 , 0, 1.2.6.RELEASE , 2015-09-20 00:00:00 , 4, 1.2.7.RELEASE , 2015-10-16 00:00:00 , 0, 1.3.0.RELEASE , 2015-11-16 00:00:00 , 0, 1.3.1.RELEASE , 2015-12-18 00:00:00 , 0, 1.3.2.RELEASE , 2016-01-21 00:00:00 , 0, 1.3.3.RELEASE , 2016-02-26 00:00:00 , 0, 1.3.4.RELEASE , 2016-05-06 00:00:00 , 0, 1.3.5.RELEASE , 2016-05-10 00:00:00 , 0, 1.3.6.RELEASE , 2016-07-05 00:00:00 , 1, 1.3.7.RELEASE , 2016-07-28 00:00:00 , 0, 1.4.0.RELEASE , 2016-07-29 00:00:00 , 1, 1.4.1.RELEASE , 2016-09-23 00:00:00 , 2, 1.4.2.RELEASE , 2016-11-08 00:00:00 , 0, 1.4.3.RELEASE , 2016-12-22 00:00:00 , 0, 1.5.0.RELEASE , 2017-01-26 00:00:00 , 0, 1.4.4.RELEASE , 2017-01-26 00:00:00 , 0, 1.5.0.RELEASE , 2017-01-30 00:00:00 , 0, 1.5.1.RELEASE , 2017-01-30 00:00:00 , 0, 1.5.2.RELEASE , 2017-03-03 00:00:00 , 0, 1.5.3.RELEASE , 2017-04-21 00:00:00 , 0, 1.5.4.RELEASE , 2017-07-26 00:00:00 , 48, 2.0.0.RELEASE , 2018-03-01 00:00:00 , 0, 2.0.1.RELEASE , 2018-04-05 00:00:00 , 0, 2.0.2.RELEASE , 2018-05-09 00:00:00 , 0, 2.0.3.RELEASE , 2018-06-18 00:00:00 , 4, 2.0.5.RELEASE , 2018-09-17 00:00:00 , 5, 
gs-spring-boot-docker/complete/pom.xml, 1.2.4.RELEASE , 2015-06-09 00:00:00 , 5, 1.2.5.RELEASE , 2015-07-02 00:00:00 , 0, 1.2.6.RELEASE , 2015-09-20 00:00:00 , 4, 1.2.7.RELEASE , 2015-10-16 00:00:00 , 0, 1.3.0.RELEASE , 2015-11-16 00:00:00 , 0, 1.3.1.RELEASE , 2015-12-18 00:00:00 , 0, 1.3.2.RELEASE , 2016-01-21 00:00:00 , 0, 1.3.3.RELEASE , 2016-02-26 00:00:00 , 0, 1.3.4.RELEASE , 2016-05-06 00:00:00 , 0, 1.3.5.RELEASE , 2016-05-10 00:00:00 , 0, 1.3.6.RELEASE , 2016-07-05 00:00:00 , 1, 1.3.7.RELEASE , 2016-07-28 00:00:00 , 0, 1.4.0.RELEASE , 2016-07-29 00:00:00 , 1, 1.4.1.RELEASE , 2016-09-23 00:00:00 , 2, 1.4.2.RELEASE , 2016-11-08 00:00:00 , 0, 1.4.3.RELEASE , 2016-12-22 00:00:00 , 0, 1.5.0.RELEASE , 2017-01-26 00:00:00 , 0, 1.4.4.RELEASE , 2017-01-26 00:00:00 , 0, 1.5.0.RELEASE , 2017-01-30 00:00:00 , 0, 1.5.1.RELEASE , 2017-01-30 00:00:00 , 0, 1.5.2.RELEASE , 2017-03-03 00:00:00 , 0, 1.5.3.RELEASE , 2017-04-21 00:00:00 , 0, 1.5.4.RELEASE , 2017-07-18 00:00:00 , 40, 1.5.5.RELEASE , 2017-07-26 00:00:00 , 0, 1.5.6.RELEASE , 2017-07-27 00:00:00 , 0, 1.5.7.RELEASE , 2017-09-13 00:00:00 , 1, 1.5.8.RELEASE , 2017-10-17 00:00:00 , 0, 1.5.9.RELEASE , 2017-11-30 00:00:00 , 2, 1.5.10.RELEASE , 2018-01-31 00:00:00 , 1, 2.0.0.RELEASE , 2018-03-01 00:00:00 , 0, 2.0.1.RELEASE , 2018-04-05 00:00:00 , 0, 2.0.2.RELEASE , 2018-05-09 00:00:00 , 0, 2.0.3.RELEASE , 2018-06-18 00:00:00 , 4, 2.0.5.RELEASE , 2018-09-17 00:00:00 , 5, 
